Date,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,
20/03/2023,0.02,0.03,0.01,0.03,0.03,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.22,0.05,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.04,0.02,0.01,0.02,0.22,0.04,0.03,0.02,0.03,
21/03/2023,0.03,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.45,0.07,0.01,0.03,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.07,0.05,0.04,
22/03/2023,0.04,0.06,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.04,0.2,0.02,0.04,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.08,0.1,
23/03/2023,0.06,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.04,0.19,0.03,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.2,0.04,0.02,
24/03/2023,0.02,0.04,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.11,0.1,0.01,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.04,0.01,0.01,0.04,0.02,0.01,0.01,0.06,0.03,0.02,0.05,0.02,0.01,0.01,0.05,0.02,0.09,0.03,
25/03/2023,0.06,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.14,0.37,0.69,0.06,0.79,0.93,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.72,0.45,0.04,0.03,0.02,0.03,0.04,0.01,0.01,0.05,0.03,0.02,0.04,0.03,0.01,
26/03/2023,0.02,0.05,0.01,0.01,,,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.05,0.01,0.01,0.04,0.02,0.01,0.04,0.05,0.05,0.28,0.44,0.47,0.32,0.05,0.6,0.43,0.13,0.06,0.06,0.03,0.03,0.02,0.06,0.06,0.02,0.01,0.01,
27/03/2023,0.04,0.05,0.01,0.01,0.01,0.05,0.04,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.2,0.04,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,
28/03/2023,0.02,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,
29/03/2023,0.02,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.04,0.03,0.05,0.03,0.01,0.01,0.05,0.03,0.01,0.01,0.09,0.05,0.15,0.04,0.03,0.01,0.02,0.04,0.01,0.04,0.04,
30/03/2023,0.01,0.01,0.04,0.02,0.01,0.02,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.22,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.04,0.01,0.01,0.04,0.02,0.01,0.04,0.21,0.23,0.06,0.04,0.01,0.02,
31/03/2023,0.04,0.01,0.01,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.04,0.03,0.01,0.22,0.04,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.04,0.01,0.01,0.03,
01/04/2023,0.03,0.01,0.03,0.06,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.46,0.4,1.22,0.62,0.05,0.03,0.06,0.08,0.07,0.37,0.16,0.05,0.03,0.02,0.04,0.03,0.02,0.05,0.01,0.06,0.05,0.01,0.01,
02/04/2023,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.03,0.05,0.02,0.16,0.07,0.12,0.03,0.04,0.02,0.01,0.02,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.04,0.01,0.01,0.04,0.02,
03/04/2023,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.02,0.02,0.05,0.02,0.02,0.03,0.07,0.03,0.02,0.05,0.04,0.02,0.02,0.03,0.05,0.02,0.02,0.03,0.04,0.02,0.02,0.04,0.04,0.02,0.02,0.04,0.03,0.02,0.02,0.05,0.02,0.02,0.02,
04/04/2023,0.05,0.02,0.02,0.03,0.05,0.02,0.02,0.03,0.04,0.02,0.02,0.04,0.04,0.02,0.02,0.04,0.03,0.02,0.02,0.05,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.05,0.02,0.02,0.03,0.05,0.02,0.02,0.03,0.04,0.02,0.02,0.04,0.03,0.02,0.01,0.25,0.15,0.03,0.03,0.04,0.01,
05/04/2023,0.02,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.04,0.03,0.05,0.03,0.01,0.01,0.05,0.03,0.01,0.01,0.09,0.05,0.15,0.04,0.03,0.01,0.02,0.04,0.01,0.04,0.04,
06/04/2023,0.03,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.06,0.56,0.27,0.34,0.02,0.01,0.02,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.04,
07/04/2023,0.07,0.02,0.01,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.21,0.58,0.02,0.06,0.01,0.01,0.09,0.08,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.03,0.04,0.01,0.01,
08/04/2023,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.04,0.03,0.05,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,
09/04/2023,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.08,0.09,0.07,0.86,1.38,0.47,0.07,0.04,0.04,0.01,0.03,0.05,0.01,0.01,0.05,
10/04/2023,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.2,0.05,0.02,0.02,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.02,0.01,0.02,0.05,
11/04/2023,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.01,
12/04/2023,0.05,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.02,0.05,0.01,0.01,0.06,0.08,0.04,0.02,0.01,
13/04/2023,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.04,0.18,0.01,0.03,0.03,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.05,0.01,0.04,0.05,0.03,
14/04/2023,0.02,0.02,0.03,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.05,0.01,0.02,0.02,0.19,0.03,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.04,
15/04/2023,0.02,0.01,0.01,0.05,0.03,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.02,0.05,0.01,0.01,0.17,0.71,0.08,0.03,0.08,0.04,0.04,0.01,0.01,0.03,0.05,0.01,0.31,0.19,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.01,0.05,
16/04/2023,0.03,0.01,0.01,0.03,0.01,0.05,0.03,0.01,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.01,0.03,0.04,0.01,0.02,0.02,0.03,0.19,0.96,0.03,0.01,0.21,0.02,0.01,0.01,0.16,0.49,0.62,1.01,0.12,0.11,0.25,0.02,0.49,0.34,0.49,0.41,0.15,0.03,0.03,0.03,0.01,0.04,
17/04/2023,0.01,0.01,0.05,0.01,0.01,0.04,0.02,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.2,0.06,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.05,0.1,0.06,0.06,0.05,
18/04/2023,0.03,0.02,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.02,0.02,0.09,0.02,0.01,0.01,0.04,0.17,0.02,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.12,0.04,0.06,
19/04/2023,0.05,0.03,0.02,0.04,0.04,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.2,0.06,0.04,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.04,0.01,0.03,
20/04/2023,0.05,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.04,0.01,0.01,0.02,0.05,0.01,0.07,0.42,0.21,0.03,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.08,0.02,0.21,0.03,0.01,0.01,0.05,
21/04/2023,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.04,0.13,0.07,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.03,0.01,0.1,0.14,0.02,0.02,0.04,0.03,0.01,0.01,
22/04/2023,0.05,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.02,0.14,0.04,0.01,0.01,0.14,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.02,
23/04/2023,0.02,0.07,0.03,0.02,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.58,0.37,0.02,0.01,0.03,0.14,0.94,0.04,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.05,0.08,0.08,0.09,0.1,0.03,0.03,0.06,0.03,0.01,0.01,0.05,0.02,
24/04/2023,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.24,0.03,0.01,0.02,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.02,0.04,0.01,
25/04/2023,0.01,0.02,0.04,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.04,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.04,0.01,0.06,0.82,1.01,0.56,0.05,0.01,
26/04/2023,0.02,0.03,0.01,0.03,0.03,0.01,0.01,0.04,0.01,0.01,0.04,0.02,0.01,0.01,0.24,0.04,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,
27/04/2023,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.04,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.05,0.01,0.07,0.05,0.05,0.01,0.01,0.02,0.05,
28/04/2023,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.21,0.02,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.32,0.73,0.13,0.12,0.07,0.02,0.04,0.05,
29/04/2023,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.02,0.03,0.1,0.59,1.17,0.38,0.15,0.01,0.01,0.03,0.04,0.01,0.06,0.04,0.03,0.01,0.01,0.04,0.03,0.01,0.02,0.04,0.02,0.01,0.01,0.05,0.02,0.01,0.03,0.05,
30/04/2023,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.03,0.36,0.09,0.05,0.02,0.02,0.06,0.03,0.02,0.03,0.06,0.02,0.1,0.05,0.01,0.01,0.03,0.03,0.01,0.03,0.04,0.04,0.01,0.01,
01/05/2023,0.01,0.05,0.02,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.04,0.01,0.01,0.02,0.05,0.41,0.03,0.02,0.01,0.05,0.02,0.62,0.28,0.98,1.18,0.08,0.04,0.04,0.02,0.16,0.85,0.03,0.07,0.05,0.18,0.02,0.02,0.05,0.02,0.01,0.04,0.01,0.01,
02/05/2023,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.17,0.03,0.04,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.01,0.02,0.02,
03/05/2023,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.15,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.06,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.04,0.02,0.01,0.05,
04/05/2023,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.22,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.37,0.02,0.07,0.06,0.01,0.02,
05/05/2023,0.04,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.19,0.02,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.03,0.03,0.01,
06/05/2023,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.04,0.04,0.02,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.04,0.14,0.1,0.14,0.01,0.02,0.04,0.01,0.01,0.04,0.04,0.02,0.03,0.05,0.02,0.02,0.05,0.03,0.02,0.02,0.05,0.05,0.03,0.06,
07/05/2023,0.02,0.01,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.02,0.02,0.33,0.78,1.09,0.43,0.04,0.01,0.02,0.06,0.5,1.13,1.01,0.28,0.05,0.03,0.03,0.03,0.13,0.02,0.02,0.06,0.04,0.06,0.03,0.01,
08/05/2023,0.04,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.03,0.23,0.02,0.01,0.03,0.03,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.49,0.07,0.03,0.04,0.05,0.16,0.02,0.01,0.05,0.02,
09/05/2023,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.04,0.19,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.28,0.01,0.05,0.04,0.02,0.02,0.04,0.01,0.01,0.05,
10/05/2023,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.04,0.2,0.02,0.05,0.01,0.01,0.05,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.04,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.04,0.07,0.04,0.06,0.02,0.01,
11/05/2023,0.04,0.03,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.23,0.06,0.02,0.01,0.03,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.5,0.07,0.04,0.02,0.05,0.01,0.01,
12/05/2023,0.04,0.02,0.01,0.03,0.04,0.01,0.01,0.06,0.03,0.03,0.05,0.03,0.01,0.01,0.2,0.04,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.03,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.03,0.04,0.04,0.01,0.01,
13/05/2023,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.92,0.07,0.03,0.09,0.02,0.06,0.01,0.01,0.04,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.04,0.03,0.02,0.04,0.05,0.02,0.01,0.05,0.01,0.01,
14/05/2023,0.04,0.03,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.02,0.12,2.1,0.91,0.19,0.05,0.02,0.01,0.04,0.13,0.36,0.47,0.02,0.15,0.02,0.02,0.03,0.01,0.05,0.02,0.05,0.03,0.04,0.04,0.01,0.05,0.02,0.02,0.04,
15/05/2023,0.01,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.02,0.01,0.04,0.02,0.01,0.04,0.22,0.04,0.01,0.05,0.01,0.01,0.04,0.02,0.01,0.03,0.03,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.04,0.03,0.02,0.03,0.04,0.01,0.01,0.04,
16/05/2023,0.02,0.01,0.02,0.04,0.01,0.01,0.04,0.02,0.01,0.02,0.05,0.01,0.01,0.05,0.22,0.05,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.04,0.02,0.01,0.02,0.06,0.02,0.01,0.03,0.03,0.01,0.01,
17/05/2023,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.16,0.04,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.06,0.05,0.49,0.27,0.07,0.01,0.01,0.04,0.03,0.01,
18/05/2023,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.19,0.04,0.01,0.02,0.04,0.01,0.01,0.04,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.04,0.04,0.02,0.02,0.05,0.01,0.01,
19/05/2023,0.04,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.03,0.01,0.01,0.21,0.04,0.01,0.03,0.03,0.01,0.02,0.05,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,
20/05/2023,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.01,0.01,0.05,0.02,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.05,0.02,0.06,0.05,0.02,0.01,0.03,0.05,0.03,0.05,0.03,0.01,0.34,0.58,0.02,0.01,0.04,0.04,0.01,0.01,0.05,0.02,0.01,0.05,0.03,0.01,0.03,
21/05/2023,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.03,0.26,0.08,0.04,0.03,0.03,0.01,0.05,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.05,0.01,0.08,0.57,1.64,0.9,0.08,0.12,0.05,0.03,0.03,0.05,0.02,0.05,0.02,
22/05/2023,0.04,0.03,0.02,0.04,0.01,0.05,0.02,0.02,0.04,0.01,0.04,0.02,0.01,0.05,0.14,0.05,0.02,0.01,0.05,0.01,0.02,0.05,0.01,0.02,0.04,0.01,0.02,0.04,0.01,0.02,0.05,0.01,0.01,0.05,0.01,0.01,0.05,0.01,0.01,0.04,0.02,0.01,0.04,0.03,0.01,0.03,0.05,0.01,
23/05/2023,0.02,0.05,0.01,0.01,0.05,0.02,0.01,0.04,0.03,0.01,0.02,0.04,0.01,0.01,0.22,0.03,0.01,0.03,0.03,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.04,0.03,0.01,0.42,0.66,0.03,0.02,0.05,0.02,0.01,0.04,
24/05/2023,0.02,0.01,0.03,0.03,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.05,0.02,0.13,0.07,0.03,0.03,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.11,0.11,0.64,0.41,0.07,0.04,0.02,0.05,0.01,0.02,0.05,
25/05/2023,0.01,0.02,0.05,0.01,0.01,0.05,0.01,0.01,0.05,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.02,0.06,0.01,0.01,0.05,0.02,0.14,0.05,0.01,0.04,0.03,0.03,0.07,0.03,0.02,0.05,0.01,0.03,0.03,0.38,0.05,0.02,0.03,0.05,0.01,0.02,0.05,0.01,0.01,0.05,0.01,
26/05/2023,0.01,0.05,0.02,0.01,0.04,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.02,0.21,0.04,0.01,0.05,0.01,0.01,0.05,0.02,0.01,0.04,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.02,0.05,0.01,0.01,0.05,0.01,0.01,0.05,0.03,0.02,0.04,0.03,0.01,0.03,0.04,0.01,
27/05/2023,0.02,0.05,0.01,0.01,0.05,0.01,0.01,0.04,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.02,0.35,0.07,0.03,0.04,0.02,0.01,0.04,0.03,0.01,0.05,0.04,0.02,0.2,0.05,0.03,0.01,1,0.8,0.1,0.01,0.05,0.03,0.01,0.03,0.05,0.02,0.03,0.06,0.02,0.01,0.05,
